"","record_code","format_version","submission_date","reporting_agency","sampling_agency","recovery_id","species","run_year","recovery_date","recovery_date_type","period_type","period","fishery","gear","adclip_selective_fishery","estimation_level","recovery_location_code","sampling_site","recorded_mark","sex","weight","weight_code","weight_type","length","length_code","length_type","detection_method","tag_status","tag_code","tag_type","sequential_number","sequential_column_number","sequential_row_number","catch_sample_id","sample_type","sampled_maturity","sampled_run","sampled_length_range","sampled_sex","sampled_mark","estimated_number","recovery_location_name","record_origin"
"15839","R",4.1,20020924,"CDFO","CDFO","00001852",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15840","R",4.1,20020924,"CDFO","CDFO","00001853",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15841","R",4.1,20020924,"CDFO","CDFO","00001854",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15842","R",4.1,20020924,"CDFO","CDFO","00001855",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15843","R",4.1,20020924,"CDFO","CDFO","00001856",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15844","R",4.1,20020924,"CDFO","CDFO","00001857",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15845","R",4.1,20020924,"CDFO","CDFO","00001858",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15846","R",4.1,20020924,"CDFO","CDFO","00001859",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15847","R",4.1,20020924,"CDFO","CDFO","00001860",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15848","R",4.1,20020924,"CDFO","CDFO","00001861",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15849","R",4.1,20020924,"CDFO","CDFO","00001862",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15850","R",4.1,20020924,"CDFO","CDFO","00001863",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15851","R",4.1,20020924,"CDFO","CDFO","00001864",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15852","R",4.1,20020924,"CDFO","CDFO","00001865",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15853","R",4.1,20020924,"CDFO","CDFO","00001866",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15854","R",4.1,20020924,"CDFO","CDFO","00001867",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15855","R",4.1,20020924,"CDFO","CDFO","00001868",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15856","R",4.1,20020924,"CDFO","CDFO","00001869",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15857","R",4.1,20020924,"CDFO","CDFO","00001870",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15858","R",4.1,20020924,"CDFO","CDFO","00001871",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15859","R",4.1,20020924,"CDFO","CDFO","00001872",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15860","R",4.1,20020924,"CDFO","CDFO","00001873",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15861","R",4.1,20020924,"CDFO","CDFO","00001874",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15862","R",4.1,20020924,"CDFO","CDFO","00001875",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15863","R",4.1,20020924,"CDFO","CDFO","00001876",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15864","R",4.1,20020924,"CDFO","CDFO","00001877",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15865","R",4.1,20020924,"CDFO","CDFO","00001878",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15866","R",4.1,20020924,"CDFO","CDFO","00001879",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15868","R",4.1,20020924,"CDFO","CDFO","00001880",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15869","R",4.1,20020924,"CDFO","CDFO","00001881",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15870","R",4.1,20020924,"CDFO","CDFO","00001882",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15871","R",4.1,20020924,"CDFO","CDFO","00001883",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15872","R",4.1,20020924,"CDFO","CDFO","00001884",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15873","R",4.1,20020924,"CDFO","CDFO","00001885",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15874","R",4.1,20020924,"CDFO","CDFO","00001886",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15875","R",4.1,20020924,"CDFO","CDFO","00001887",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15876","R",4.1,20020924,"CDFO","CDFO","00001888",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15877","R",4.1,20020924,"CDFO","CDFO","00001889",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15878","R",4.1,20020924,"CDFO","CDFO","00001890",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15879","R",4.1,20020924,"CDFO","CDFO","00001891",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15880","R",4.1,20020924,"CDFO","CDFO","00001892",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
"15881","R",4.1,20020924,"CDFO","CDFO","00001893",1,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100123",1,2,NA,NA,"",NA,1.01,"H-BIG QUALICUM R","N"
