"record_code","format_version","submission_date","reporting_agency","sampling_agency","recovery_id","species","run_year","recovery_date","recovery_date_type","period_type","period","fishery","gear","adclip_selective_fishery","estimation_level","recovery_location_code","sampling_site","recorded_mark","sex","weight","weight_code","weight_type","length","length_code","length_type","detection_method","tag_status","tag_code","tag_type","sequential_number","sequential_column_number","sequential_row_number","catch_sample_id","sample_type","sampled_maturity","sampled_run","sampled_length_range","sampled_sex","sampled_mark","estimated_number","recovery_location_name","record_origin","year"
"R",4.1,20020924,"CDFO","CDFO","00000014",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000015",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000016",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000017",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000018",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000019",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000020",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000021",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000022",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000023",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000024",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000025",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000026",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000027",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000028",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000029",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000030",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000031",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000032",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000033",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000034",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000035",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000036",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000037",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000038",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000039",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000040",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000041",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000042",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000043",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000044",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000045",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000046",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000047",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000048",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000049",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000050",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000051",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000052",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000053",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000054",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000055",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000056",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000057",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000058",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000059",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000060",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000061",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000062",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000063",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000064",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000065",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000066",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000067",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000068",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000069",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000070",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000071",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000072",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000073",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000074",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000075",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000076",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000077",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000078",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000079",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000080",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000081",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000082",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000083",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
"R",4.1,20020924,"CDFO","CDFO","00000084",2,1973,1973,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLLBBL*2",5,NA,NA,NA,"10100223",1,2,NA,NA,NA,NA,1.42,"H-BIG QUALICUM R","N",1973
