state/prov,F/M,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,description,rmpc_region,rmpc_basin,Rec area-W,Rec area.Shelton,Rec area.Shelton2,Rec area.Shelton3,Rec.area.Sullaway.Shelton
2,M,2MS22015 BREW BY 01,1,GSPTN BREW BY,49.7666,-124.3833,,,GSPTN           STAT AREA: 015 BREW BAY            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 BUTT BY,1,GSPTN        BUTT BY,49.75,-124.5166,,,GSPTN           STAT AREA: 015 BUTTERFLY BAY       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 BUTT BY 01,1,GSPTN BUTT BY,49.75,-124.5166,,,GSPTN           STAT AREA: 015 BUTTERFLY BAY       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 CHAN IS,1,GSPTN        CHAN IS,50.3166,-124.75,,,GSPTN           STAT AREA: 015 CHANNEL ISLAND      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 CHAN IS 05,1,GSPTN CHAN IS,50.3166,-124.75,,,GSPTN           STAT AREA: 015 CHANNEL ISLAND      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 COHO PT,1,GSPTN        COHO PT,49.8166,-124.6333,,,GSPTN           STAT AREA: 015 COHOE POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 COHO PT 02,1,GSPTN COHO PT,49.8166,-124.6333,,,GSPTN           STAT AREA: 015 COHOE POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 COPE IS,1,GSPTN        COPE IS,50,-124.8,,,GSPTN           STAT AREA: 015 COPELAND ISLANDS    015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 COPE IS 03,1,GSPTN COPE IS,50,-124.8,,,GSPTN           STAT AREA: 015 COPELAND ISLANDS    015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 CORT BY,1,GSPTN        CORT BY,50.0666,-124.9333,,,GSPTN           STAT AREA: 015 CORTES BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 CORT BY 03,1,GSPTN CORT BY,50.0666,-124.9333,,,GSPTN           STAT AREA: 015 CORTES BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 CYRI RK,1,GSPTN        CYRI RK,49.8166,-124.6,,,GSPTN           STAT AREA: 015 CYRIL ROCK          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 CYRI RK 01,1,GSPTN CYRI RK,49.8166,-124.6,,,GSPTN           STAT AREA: 015 CYRIL ROCK          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DEAD IS,1,GSPTN        DEAD IS,50.0833,-125,,,GSPTN           STAT AREA: 015 DEADMAN ISLAND      013,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DEAN PT,1,GSPTN        DEAN PT,50.2833,-124.7833,,,GSPTN           STAT AREA: 015 DEAN POINT          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DEAN PT 05,1,GSPTN DEAN PT,50.2833,-124.7833,,,GSPTN           STAT AREA: 015 DEAN POINT          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DEER PS,1,GSPTN        DEER PS,50.2833,-124.9666,,,GSPTN           STAT AREA: 015 DEER PASSAGE        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DEER PS 05,1,GSPTN DEER PS,50.2833,-124.9666,,,GSPTN           STAT AREA: 015 DEER PASSAGE        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DESO SD,1,GSPTN        DESO SD,50.0833,-124.8333,,,GSPTN           STAT AREA: 015 DESOLATION SOUND    015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DESO SD 05,1,GSPTN DESO SD,50.0833,-124.8333,,,GSPTN           STAT AREA: 015 DESOLATION SOUND    015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DINN RK,1,GSPTN        DINN RK,49.95,-124.7333,,,GSPTN           STAT AREA: 015 DINNER ROCK         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DINN RK 02,1,GSPTN DINN RK,49.95,-124.7333,,,GSPTN           STAT AREA: 015 DINNER ROCK         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DOUB IS,1,GSPTN        DOUB IS,50.3166,-124.7833,,,GSPTN           STAT AREA: 015 DOUBLE ISLAND       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 DOUB IS 05,1,GSPTN DOUB IS,50.3166,-124.7833,,,GSPTN           STAT AREA: 015 DOUBLE ISLAND       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 EAGL CV,1,GSPTN        EAGL CV,49.7666,-124.5833,,,GSPTN           STAT AREA: 015 EAGLE COVE          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 EAGL CV 01,1,GSPTN EAGL CV,49.7666,-124.5833,,,GSPTN           STAT AREA: 015 EAGLE COVE          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 EAGL NE,1,GSPTN        EAGL NE,49.9833,-124.95,,,GSPTN           STAT AREA: 015 EAGLE NEST          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 EAGL NE 03,1,GSPTN EAGL NE,49.9833,-124.95,,,GSPTN           STAT AREA: 015 EAGLE NEST          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 EAGL PT,1,GSPTN        EAGL PT,49.7833,-124.5666,,,GSPTN           STAT AREA: 015 EAGLE POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 EAGL PT 01,1,GSPTN EAGL PT,49.7833,-124.5666,,,GSPTN           STAT AREA: 015 EAGLE POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 ECHO BY,1,GSPTN        ECHO BY,50.0166,-124.9166,,,GSPTN           STAT AREA: 015 ECHO BAY            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 ECHO BY 03,1,GSPTN ECHO BY,50.0166,-124.9166,,,GSPTN           STAT AREA: 015 ECHO BAY            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 FALS BY,1,GSPTN        FALS BY,49.4833,-124.3666,,,GSPTN           STAT AREA: 015 FALSE BAY           015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 FALS PS,1,GSPTN        FALS PS,50.2666,-124.8,,,GSPTN           STAT AREA: 015 FALSE PASSAGE       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 FALS PS 05,1,GSPTN FALS PS,50.2666,-124.8,,,GSPTN           STAT AREA: 015 FALSE PASSAGE       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 FIFTEEN,1,GSPTN        FIFTEEN,0,0,,,GSPTN           STAT AREA: 015 UNKNOWN PFMA 15     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 FORB BY,1,GSPTN        FORB BY,50.2333,-124.6,,,GSPTN           STAT AREA: 015 FORBES BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 FORB BY 05,1,GSPTN FORB BY,50.2333,-124.6,,,GSPTN           STAT AREA: 015 FORBES BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GIBS BE,1,GSPTN        GIBS BE,49.8833,-124.5833,,,GSPTN           STAT AREA: 015 GIBSONS BEACH       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GIBS BE 02,1,GSPTN GIBS BE,49.8833,-124.5833,,,GSPTN           STAT AREA: 015 GIBSONS BEACH       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GLLE BY,1,GSPTN        GLLE BY,50.0666,-124.7833,,,GSPTN           STAT AREA: 015 GALLEY BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GLLE BY 05,1,GSPTN GLLE BY,50.0666,-124.7833,,,GSPTN           STAT AREA: 015 GALLEY BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GRAN RF,1,GSPTN        GRAN RF,49.8833,-124.7833,,,GSPTN           STAT AREA: 015 GRANT REEFS         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GRAN RF 02,1,GSPTN GRAN RF,49.8833,-124.7833,,,GSPTN           STAT AREA: 015 GRANT REEFS         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GRIE PT,1,GSPTN        GRIE PT,49.8,-124.5333,,,GSPTN           STAT AREA: 015 GRIEF POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GRIE PT 01,1,GSPTN GRIE PT,49.8,-124.5333,,,GSPTN           STAT AREA: 015 GRIEF POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GRIL PT,1,GSPTN        GRIL PT,49.8,-124.6,,,GSPTN           STAT AREA: 015 GRILSE POINT        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GRIL PT 01,1,GSPTN GRIL PT,49.8,-124.6,,,GSPTN           STAT AREA: 015 GRILSE POINT        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GUST BE,1,GSPTN        GUST BE,49.9833,-124.7833,,,GSPTN           STAT AREA: 015 GUSTAFSON BEACH     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 GUST BE 03,1,GSPTN GUST BE,49.9833,-124.7833,,,GSPTN           STAT AREA: 015 GUSTAFSON BEACH     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HARW IS,1,GSPTN        HARW IS,49.85,-124.6333,,,GSPTN           STAT AREA: 015 HARWOOD ISLAND      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HARW IS 02,1,GSPTN HARW IS,49.85,-124.6333,,,GSPTN           STAT AREA: 015 HARWOOD ISLAND      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HERN IS,1,GSPTN        HERN IS,49.9666,-124.9166,,,GSPTN           STAT AREA: 015 HERNANDO ISLAND     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HERN IS 03,1,GSPTN HERN IS,49.9666,-124.9166,,,GSPTN           STAT AREA: 015 HERNANDO ISLAND     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HIDA PT,1,GSPTN        HIDA PT,50,-124.9,,,GSPTN           STAT AREA: 015 HIDALGO POINT       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HIDA PT 03,1,GSPTN HIDA PT,50,-124.9,,,GSPTN           STAT AREA: 015 HIDALGO POINT       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HOMF CH,1,GSPTN        HOMF CH,50.25,-124.6333,,,GSPTN           STAT AREA: 015 HOMFRAY CHANNEL     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HOMF CH 05,1,GSPTN HOMF CH,50.25,-124.6333,,,GSPTN           STAT AREA: 015 HOMFRAY CHANNEL     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HORA HD,1,GSPTN        HORA HD,50.1666,-124.7333,,,GSPTN           STAT AREA: 015 HORACE HEAD         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HORA HD 05,1,GSPTN HORA HD,50.1666,-124.7333,,,GSPTN           STAT AREA: 015 HORACE HEAD         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HULKS,1,GSPTN        HULKS,49.8666,-124.5666,,,GSPTN           STAT AREA: 015 HULKS               015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HULKS   02,1,GSPTN HULKS,49.8666,-124.5666,,,GSPTN           STAT AREA: 015 HULKS               015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HURT PT,1,GSPTN        HURT PT,49.9666,-124.75,,,GSPTN           STAT AREA: 015 HURTADO POINT       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 HURT PT 02,1,GSPTN HURT PT,49.9666,-124.75,,,GSPTN           STAT AREA: 015 HURTADO POINT       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 IRON PT,1,GSPTN        IRON PT,50.0166,-124.9166,,,GSPTN           STAT AREA: 015 IRON POINT          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 IRON PT 03,1,GSPTN IRON PT,50.0166,-124.9166,,,GSPTN           STAT AREA: 015 IRON POINT          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 JOYC PT,1,GSPTN        JOYC PT,50.1666,-124.9,,,GSPTN           STAT AREA: 015 JOYCE POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 JOYC PT 05,1,GSPTN JOYC PT,50.1666,-124.9,,,GSPTN           STAT AREA: 015 JOYCE POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 JUNC PT,1,GSPTN        JUNC PT,50.1333,-124.8833,,,GSPTN           STAT AREA: 015 JUNCTION POINT      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 JUNC PT 05,1,GSPTN JUNC PT,50.1333,-124.8833,,,GSPTN           STAT AREA: 015 JUNCTION POINT      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KEEF RK,1,GSPTN        KEEF RK,49.9666,-124.8833,,,GSPTN           STAT AREA: 015 KEEFER ROCK         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KEEF RK 03,1,GSPTN KEEF RK,49.9666,-124.8833,,,GSPTN           STAT AREA: 015 KEEFER ROCK         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KIDD PT,1,GSPTN        KIDD PT,49.6333,-124.6333,,,GSPTN           STAT AREA: 015 KIDDIE POINT        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KIDD PT 01,1,GSPTN KIDD PT,49.6333,-124.6333,,,GSPTN           STAT AREA: 015 KIDDIE POINT        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KING IS,1,GSPTN        KING IS,50.0833,-124.8333,,,GSPTN           STAT AREA: 015 KINGHORN ISLAND     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KING IS 05,1,GSPTN KING IS,50.0833,-124.8333,,,GSPTN           STAT AREA: 015 KINGHORN ISLAND     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KLAHANI,1,GSPTN        KLAHANI,49.9,-124.6166,,,GSPTN           STAT AREA: 015 KLAHANIE            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KLAHANI 02,1,GSPTN KLAHANI,49.9,-124.6166,,,GSPTN           STAT AREA: 015 KLAHANIE            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KLLY PT,1,GSPTN        KLLY PT,49.7666,-124.3666,,,GSPTN           STAT AREA: 015 KELLY POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 KLLY PT 01,1,GSPTN KLLY PT,49.7666,-124.3666,,,GSPTN           STAT AREA: 015 KELLY POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LANC IN,1,GSPTN        LANC IN,50.05,-124.7,,,GSPTN           STAT AREA: 015 LANCELOT INLET      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LANC IN 04,1,GSPTN LANC IN,50.05,-124.7,,,GSPTN           STAT AREA: 015 LANCELOT INLET      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LANG BY,1,GSPTN        LANG BY,49.7666,-124.3333,,,GSPTN           STAT AREA: 015 LANG BAY            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LANG BY 01,1,GSPTN LANG BY,49.7666,-124.3333,,,GSPTN           STAT AREA: 015 LANG BAY            015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LEWI CH,1,GSPTN        LEWI CH,50.2,-124.95,,,GSPTN           STAT AREA: 015 LEWIS CHANNEL       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LEWI CH 05,1,GSPTN LEWI CH,50.2,-124.95,,,GSPTN           STAT AREA: 015 LEWIS CHANNEL       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LUND,1,GSPTN        LUND,49.9833,-124.7833,,,GSPTN           STAT AREA: 015 LUND                015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LUND    02,1,GSPTN LUND,49.9833,-124.7833,,,GSPTN           STAT AREA: 015 LUND                015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LUND MI,1,GSPTN        LUND MI,49.9666,-124.75,,,GSPTN           STAT AREA: 015 IRON MINES:LUND     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 LUND MI 02,1,GSPTN LUND MI,49.9666,-124.75,,,GSPTN           STAT AREA: 015 IRON MINES:LUND     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MACE PT,1,GSPTN        MACE PT,49.95,-124.7666,,,GSPTN           STAT AREA: 015 MACE POINT          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MACE PT 02,1,GSPTN MACE PT,49.95,-124.7666,,,GSPTN           STAT AREA: 015 MACE POINT          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MALA IN,1,GSPTN        MALA IN,50.05,-124.8333,,,GSPTN           STAT AREA: 015 MALASPINA INLET     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MALA IN 04,1,GSPTN MALA IN,50.05,-124.8333,,,GSPTN           STAT AREA: 015 MALASPINA INLET     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MANS PS,1,GSPTN        MANS PS,49.95,-124.8833,,,GSPTN           STAT AREA: 015 MANSON PASSAGE      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MANS PS 02,1,GSPTN MANS PS,49.95,-124.8833,,,GSPTN           STAT AREA: 015 MANSON PASSAGE      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MARB BY,1,GSPTN        MARB BY,49.7666,-124.55,,,GSPTN           STAT AREA: 015 MARBLE BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MARB BY 01,1,GSPTN MARB BY,49.7666,-124.55,,,GSPTN           STAT AREA: 015 MARBLE BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MART IS,1,GSPTN        MART IS,50.1,-124.8333,,,GSPTN           STAT AREA: 015 MARTIN ISLANDS      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MART IS 05,1,GSPTN MART IS,50.1,-124.8333,,,GSPTN           STAT AREA: 015 MARTIN ISLANDS      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MARY IS,1,GSPTN        MARY IS,50.15,-124.7,,,GSPTN           STAT AREA: 015 MARY ISLANDS        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MARY IS 05,1,GSPTN MARY IS,50.15,-124.7,,,GSPTN           STAT AREA: 015 MARY ISLANDS        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MELA CV,1,GSPTN        MELA CV,50.15,-124.6833,,,GSPTN           STAT AREA: 015 MELANIE COVE        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MELA CV 05,1,GSPTN MELA CV,50.15,-124.6833,,,GSPTN           STAT AREA: 015 MELANIE COVE        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MINK IS,1,GSPTN        MINK IS,50.1,-125.7666,,,GSPTN           STAT AREA: 015 MINK ISLAND         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MINK IS 05,1,GSPTN MINK IS,50.1,-125.7666,,,GSPTN           STAT AREA: 015 MINK ISLAND         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MYRT PT,1,GSPTN        MYRT PT,49.7833,-124.45,,,GSPTN           STAT AREA: 015 MYRTLE POINT        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MYRT PT 01,1,GSPTN MYRT PT,49.7833,-124.45,,,GSPTN           STAT AREA: 015 MYRTLE POINT        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MYST RF,1,GSPTN        MYST RF,49.9166,-124.7166,,,GSPTN           STAT AREA: 015 MYSTERY REEF        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 MYST RF 02,1,GSPTN MYST RF,49.9166,-124.7166,,,GSPTN           STAT AREA: 015 MYSTERY REEF        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 NATI CH,1,GSPTN        NATI CH,49.7666,-124.35,,,GSPTN           STAT AREA: 015 NATIVE CHIEF POINT  015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 NATI CH 01,1,GSPTN NATI CH,49.7666,-124.35,,,GSPTN           STAT AREA: 015 NATIVE CHIEF POINT  015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 OKEO IN,1,GSPTN        OKEO IN,49.9833,-124.7,,,GSPTN           STAT AREA: 015 OKEOVER INLET       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 OKEO IN 04,1,GSPTN OKEO IN,49.9833,-124.7,,,GSPTN           STAT AREA: 015 OKEOVER INLET       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 OTTE IS,1,GSPTN        OTTE IS,50.1166,-124.7333,,,GSPTN           STAT AREA: 015 OTTER ISLAND        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 OTTE IS 05,1,GSPTN OTTE IS,50.1166,-124.7333,,,GSPTN           STAT AREA: 015 OTTER ISLAND        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 PEBB BE,1,GSPTN        PEBB BE,49.8333,-124.4666,,,GSPTN           STAT AREA: 015 PEBBLE BEACH        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 PEBB BE 01,1,GSPTN PEBB BE,49.8333,-124.4666,,,GSPTN           STAT AREA: 015 PEBBLE BEACH        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 POWE RV,1,GSPTN        POWE RV,49.8666,-124.5666,,,GSPTN           STAT AREA: 015 POWELL RIVER        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 POWE RV 02,1,GSPTN POWE RV,49.8666,-124.5666,,,GSPTN           STAT AREA: 015 POWELL RIVER        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 PRID HA,1,GSPTN        PRID HA,50.1333,-124.6833,,,GSPTN           STAT AREA: 015 PRIDEAUX HAVEN      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 PRID HA 05,1,GSPTN PRID HA,50.1333,-124.6833,,,GSPTN           STAT AREA: 015 PRIDEAUX HAVEN      015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 PRYC CH,1,GSPTN        PRYC CH,50.3,-124.8333,,,GSPTN           STAT AREA: 015 PRYCE CHANNEL       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 PRYC CH 05,1,GSPTN PRYC CH,50.3,-124.8333,,,GSPTN           STAT AREA: 015 PRYCE CHANNEL       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 RAVE BY,1,GSPTN        RAVE BY,49.7333,-124.5,,,GSPTN           STAT AREA: 015 RAVEN BAY           015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 RAVE BY 01,1,GSPTN RAVE BY,49.7333,-124.5,,,GSPTN           STAT AREA: 015 RAVEN BAY           015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REBE RK,1,GSPTN        REBE RK,49.8,-124.65,,,GSPTN           STAT AREA: 015 REBECCA ROCK        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REBE RK 02,1,GSPTN REBE RK,49.8,-124.65,,,GSPTN           STAT AREA: 015 REBECCA ROCK        015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REDO BY,1,GSPTN        REDO BY,50.2666,-124.9666,,,GSPTN           STAT AREA: 015 REDONDA BAY         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REDO BY 05,1,GSPTN REDO BY,50.2666,-124.9666,,,GSPTN           STAT AREA: 015 REDONDA BAY         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REDO IS,1,GSPTN        REDO IS,50.2666,-124.8333,,,GSPTN           STAT AREA: 015 REDONDA ISLANDS     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REDO IS 05,1,GSPTN REDO IS,50.2666,-124.8333,,,GSPTN           STAT AREA: 015 REDONDA ISLANDS     015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REFU CV,1,GSPTN        REFU CV,50.1166,-124.8666,,,GSPTN           STAT AREA: 015 REFUGE COVE         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 REFU CV 05,1,GSPTN REFU CV,50.1166,-124.8666,,,GSPTN           STAT AREA: 015 REFUGE COVE         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 RGGE IS,1,GSPTN        RGGE IS,50.0166,-124.8333,,,GSPTN           STAT AREA: 015 RAGGED ISLAND       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 RGGE IS 03,1,GSPTN RGGE IS,50.0166,-124.8333,,,GSPTN           STAT AREA: 015 RAGGED ISLAND       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 ROSC BY,1,GSPTN        ROSC BY,50.1666,-124.7666,,,GSPTN           STAT AREA: 015 ROSCOE BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 ROSC BY 05,1,GSPTN ROSC BY,50.1666,-124.7666,,,GSPTN           STAT AREA: 015 ROSCOE BAY          015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 SARA PT,1,GSPTN        SARA PT,50.0666,-124.8333,,,GSPTN           STAT AREA: 015 SARAH POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 SARA PT 03,1,GSPTN SARA PT,50.0666,-124.8333,,,GSPTN           STAT AREA: 015 SARAH POINT         015,,,SGEO,SGEO,SGEO,SGEO,SGEO
2,M,2MS22015 SAVA IS,1,GSPTN        SAVA IS,49.9333,-124.8333,,,GSPTN           STAT AREA: 015 SAVARY ISLAND       015,,,SGEO,SGEO,SGEO,SGEO,SGEO
